Index,Index Return,Portfolio Return
1,-0.03360235786433696,-0.035185767370469086
2,0.044824177176085334,0.04550528903876245
3,0.01021071903062687,0.010210719030626871
4,0.009802350094401335,0.010161631518904661
5,0.007454359038969516,0.007730028003421334
6,0.0030678611146719437,0.003460805793268228
7,-0.002951248489508007,-0.002951248489508008
8,-0.00914349439453177,-0.009065315606300308
9,0.019660496990270726,0.01966049699027072
10,-0.00016193947166776024,-0.00018077403455564256
11,0.007481395617434217,0.007481395617434205
12,0.009847459768212108,0.010464586567305222
13,-0.0203106452371703,-0.020310645237170282
14,0.0017978108135976445,0.0018174884560860699
15,0.006576305579245156,0.00657630557924513
16,0.012654931998673957,0.012654764334637294
17,-0.01330121555827335,-0.013356737726363798
18,-0.00960115609881007,-0.009730722783968549
19,0.026402180073591186,0.027794429684729664
20,0.014531579549828644,0.01453157954982866
21,-0.004534609851596261,-0.004534609851596257
22,0.012281244291977078,0.013235609290288787
23,0.009132244920395882,0.009132244920395893
24,-0.0036875958103981255,-0.00365449483811144
25,-0.013238806258565106,-0.012515696857110603
26,0.0011802935017342087,0.001497831489788647
27,-0.0005713341231606828,-0.0008015613384377008
28,0.015268055444035644,0.015467860277831855
29,0.00017249008341857497,0.00017249008341856993
30,0.0009321765921117553,0.001114699742269841
31,0.0046650947057962355,0.004982827012395126
32,0.001620041829531349,0.0016672185814732906
33,-0.0006042528288362492,0.0002658262958636745
34,-0.003848538671371249,-0.003169127910943686
35,0.007884643102643807,0.008205533912290395
36,0.003497614938196003,0.0034976149381959927
37,0.0010948092817038013,0.0012377665377953815
38,-0.0008732307597204558,-0.0002960438281131365
39,-0.0027357334551075807,-0.0019280024089867705
40,0.0076139221161437565,0.007613922116143748
41,-0.00010343826854875005,-0.00010343826854874929
42,0.0008334642181384577,0.0008334642181384589
43,-0.006192695853655783,-0.005612335331549738
44,-0.012033840481959879,-0.01168791667389894
45,-0.0015924481685066771,-0.00159244816850667
46,0.021142621787367366,0.02115423418015754
47,0.005200957687999219,0.005524043187844925
48,0.007734763356372021,0.007649314639004581
49,-0.001925072693944485,-0.001857444201505065
50,0.008833409047760199,0.009062468555419834
51,0.002639876389904483,0.00276804176697953
52,0.0031393832442887515,0.003424752845595662
53,0.004282081499228152,0.0043475372744701014
54,0.015245065880838737,0.015245065880838744
55,-0.022314685117939992,-0.021629696538315608
56,-0.0012421544359060288,-0.0007578521362974753
57,0.004672697565961226,0.0050062022944108225
58,-0.005843978367018776,-0.005843978367018766
59,0.0016803441206565406,0.001680344120656548
60,0.007963942655014211,0.007189819316958758
61,0.0135049475359581,0.013718590480147912
62,0.0028375265392057702,0.0028375265392057646
63,0.006044300416010673,0.006044300416010652
64,-0.0005832217854554456,-0.0005832217854554696
65,0.005075215917793807,0.005075215917793814
66,0.0027577294718197365,0.0026739772271216103
67,-0.0041119826517480584,-0.0040312753947498335
68,0.005681450153272483,0.005681450153272471
69,-0.0021809260065588365,-0.0023058419719745623
70,0.004379229244932503,0.004515254139835857
71,0.00012718876955286618,0.00042902964188888524
72,0.0033568567026402985,0.003466650969039579
73,0.003395317022012012,0.003020643926015369
74,0.001171765114217127,0.0012147367546173917
75,0.0030911422438533176,0.0029468850534363025
76,0.012603856885883946,0.012603856885883948
77,-0.0033671465374234266,-0.0033671465374234114
78,0.004176265811860258,0.004176265811860262
79,0.0012486061130714265,0.001248606113071428
80,0.0015791961242905828,0.0015791961242905695
81,-0.007345297091676306,-0.00717052615974515
82,-0.003805180923425855,-0.004013140231592191
83,-0.0035849556749258937,-0.0035849556749258846
84,0.015752068221974946,0.015752068221974957
85,-0.006581941531462188,-0.006152399345815544
86,-0.019750855466274198,-0.01953768167702391
87,-0.0029580698402376093,-0.0030167251691109874
88,-0.004568372493890083,-0.004572311695529382
89,0.0004984715307769783,0.0010673049284971711
90,-0.034587605853576675,-0.0342066729323639
91,0.010615595468953298,0.010615595468953284
92,0.013695185358630013,0.01429867552564792
93,0.010247577649685091,0.01023772189923632
94,-0.010086879611471256,-0.009845970435261316
95,-0.01692236049800422,-0.016922360498004236
96,0.010074941780930047,0.010106071841523645
97,-0.004074591655707338,-0.004045759744741832
98,-0.015191368103396052,-0.01463213292681471
99,-0.0009537878485609275,-0.0009537878485609223
100,-0.0030927546679638818,-0.003092754667963875
101,-0.008452433232248757,-0.007821183031867183
102,0.003954633946312569,0.004411800746461272
103,-0.016208897036529724,-0.015576591299363549
104,-0.021035463417356848,-0.02060569087845624
105,0.027046351179714767,0.02700653910939931
106,0.007555712421948524,0.00728868286863321
107,0.007620971727465342,0.0076544008017565566
108,0.019428424899716967,0.01956503687085377
109,0.011411194190191098,0.011955656914265287
110,0.0015889140155067594,0.0019689495212833834
111,-0.0055311269799036555,-0.005531126979903635
112,0.0051376668731579755,0.00530377550450193
113,-0.004203389341604691,-0.004203389341604664
114,0.006339010640095566,0.006375068659026725
115,0.014466165201271863,0.014898589309695048
116,0.004235578020154396,0.00412744422478066
117,0.009169529594682313,0.009250213778232869
118,-0.0011979788491423005,-0.0011362637000919126
119,-0.0007452360088171517,-0.0007452360088171423
120,-0.017024425763433326,-0.01702442576343332
121,0.004677544453111526,0.004677544453111524
122,0.003933368834216022,0.003933368834216015
123,0.0018323340395198784,0.0020014927095240585
124,0.012652723998848758,0.012499367220960421
125,0.004078155960280494,0.00407815596028052
126,0.0074194171539621045,0.007570587921920898
127,-0.002085872072207784,-0.0020858720722077844
128,-0.0070791536327438065,-0.007312661889614635
129,0.005274971941739315,0.005274971941739311
130,0.009779150302898554,0.009779150302898568
131,-0.0008376290055024382,-0.0009072787860888544
132,0.00588346772544579,0.005883467725445772
133,0.002982402810706608,0.003421437627257263
134,-0.005001938904905523,-0.005001938904905535
135,-0.00483410179068966,-0.004834101790689654
136,0.0019483565802376202,0.0025160660727914
137,-0.008758709943380016,-0.008694488815377195
138,0.008962490380007848,0.008623234297978585
139,0.006254167080102846,0.0062541670801028355
140,0.007046248137454469,0.006832507475713074
141,-0.010079101014883518,-0.009696746560736567
142,0.01098127418421635,0.010981274184216355
143,-0.003476398920050916,-0.0034763989200509134
144,-0.004582487926340195,-0.004508121400076945
145,-0.013038769991796872,-0.012732464971199111
146,-0.006068444306594811,-0.006093341282257803
147,-0.013888990515644739,-0.013849480054881697
148,-0.036021977826576235,-0.03602197782657623
149,0.014244107269910433,0.01424410726991045
150,0.00406578615397013,0.004065786153970122
151,0.022898896733814178,0.02289889673381419
152,-0.010169810495085918,-0.0101698104950859
153,-0.011062889981486745,-0.010737313597648434
154,0.022014912311202783,0.022326489880053244
155,-0.030799094481643308,-0.03035061757514734
156,-0.0006995534232179246,-0.0006995534232179228
157,0.015928052892942413,0.015928052892942395
158,0.015151012159962063,0.015345686880220824
159,-0.007105497666966443,-0.007105497666966442
160,0.00896996114166515,0.009313508812283182
161,-0.0033349676180145504,-0.003366406948596353
162,-0.0314553536605402,-0.03100284156292822
163,0.014739441385851926,0.014252575636676852
164,-0.0011868265663013133,-0.001186826566301323
165,0.0028905671298518065,0.002942670877894922
166,0.015077973942413836,0.01507797394241383
167,-0.0014683983004273315,-0.0014683983004273177
168,-0.010595531660382296,-0.010523964906514804
169,0.014421459118211466,0.014369536539699416
170,0.018562689250898767,0.018961906276788856
171,-0.0012718536186013818,-0.0010304195927451501
172,-0.0025647926530745213,-0.0024956823439541338
173,-0.0022546943747715487,-0.0019480752032421038
